Date,City,Property_Price,Occupancy_Rate,Inflation_Rate,Population_Age_65+,Population_Age_65_Growth,Median_Age,Income_Level,Proximity_to_Healthcare,Walkability_Score,Crime_Rate,Property_Tax_Rate,Public_Transport_Access,Government_Incentives,Environmental_Quality,Senior_Living_Vacancy_Rate,Mental_Health_Programs,Memory_Care_Availability
2013-05-01,Ottawa,871255,71,2.35,52873,1.21,40,51453,6,61,3,1,1,0,90.03078596844223,6.254862967991507,1,0
2013-06-01,Ottawa,932951,87,2.7,48244,0.7,40,70030,8,71,8,1,1,0,98.45969298296448,11.678679067008133,1,0
2013-07-01,Ottawa,1057812,78,3.54,59854,3.34,49,46661,4,89,1,2,1,1,99.60435384347463,8.118794357637253,0,0
2013-08-01,Ottawa,995530,81,1.78,59966,3.31,42,53003,4,87,2,1,0,1,66.0188908402399,14.680763814507335,1,1
2013-09-01,Ottawa,881310,87,3.25,33695,2.76,46,45766,5,85,9,2,1,1,70.86532725097479,6.906098330744498,0,1
2013-10-01,Ottawa,1074736,81,3.49,53525,2.09,43,51445,5,62,6,1,0,0,81.8678272828852,14.024130332861034,0,1
2013-11-01,Ottawa,954348,91,2.7,51998,2.47,49,35177,1,83,8,1,1,1,64.74836382036446,14.805682270607235,0,0
2013-12-01,Ottawa,803995,85,3.22,50720,2.1,41,56817,3,73,4,2,1,1,70.38683355801656,14.69723632797977,1,1
2014-01-01,Ottawa,858639,76,2.84,68877,1.26,46,76240,8,69,4,1,1,0,68.36237494827384,5.846883418753068,1,1
2014-02-01,Ottawa,852888,91,1.66,62003,2.97,44,53053,5,62,9,1,1,1,81.26288610746926,5.326590607844959,1,1
2014-03-01,Ottawa,945351,94,2.69,40177,2.64,41,45559,7,88,7,1,1,1,76.12831024533008,13.336440104751723,1,1
2014-04-01,Ottawa,879339,79,1.77,47115,1.74,47,48244,7,53,5,1,0,1,61.6766086686503,9.191828759021213,0,1
2014-05-01,Ottawa,748553,83,3.19,53216,3.37,42,63379,7,66,8,2,1,1,89.25985856172557,13.24471517604549,0,1
2014-06-01,Ottawa,969272,84,3.53,30329,3.25,43,43242,9,69,6,1,1,0,61.570776569666094,7.71998605344356,0,1
2014-07-01,Ottawa,890554,88,2.04,54196,2.51,48,58057,8,61,10,1,1,1,87.52182228296516,6.20387578789089,1,0
2014-08-01,Ottawa,957986,86,1.67,54506,1.75,42,31953,3,67,8,2,0,0,64.00982254891507,5.165924806325979,1,1
2014-09-01,Ottawa,851644,71,3.5,43878,3.42,41,67368,9,67,1,1,1,0,61.14609710310618,10.832523923125567,0,1
2014-10-01,Ottawa,864197,78,1.12,32688,3.42,45,82424,3,78,3,2,1,1,62.02292415296915,9.261212379522307,1,1
2014-11-01,Ottawa,829237,90,3.79,42878,0.79,45,72630,2,58,8,1,1,1,73.37604715954994,8.945723153189238,1,0
2014-12-01,Ottawa,863079,84,3.42,43935,0.95,43,66839,4,66,7,1,0,0,87.88654768551922,6.934353429564826,1,0
2015-01-01,Ottawa,799778,80,1.72,42476,2.52,48,74676,5,56,8,1,1,0,63.24918539226691,14.925817954877633,0,1
2015-02-01,Ottawa,952214,94,3.38,58930,3.1,43,87444,5,75,5,1,1,1,94.02298112060464,7.015283780063129,1,1
2015-03-01,Ottawa,922229,89,1.05,62789,2.96,40,45715,8,60,9,1,0,1,86.95355593080018,13.468872244289528,0,1
2015-04-01,Ottawa,832300,85,2.81,57356,1.79,43,86727,8,59,7,1,1,1,68.74855555626156,5.599433008613083,0,1
2015-05-01,Ottawa,815315,82,3.79,62496,1.5,45,43937,6,57,4,2,1,0,95.61537283421065,10.768812013112084,1,1
2015-06-01,Ottawa,1091142,72,1.27,33314,3.25,44,75881,2,79,4,2,1,1,91.68764779206704,11.763610678727241,1,1
2015-07-01,Ottawa,811893,87,2.9,42878,2.28,40,46431,7,72,4,1,0,1,96.73590168326231,11.497880467642997,0,1
2015-08-01,Ottawa,1017276,88,3.34,40837,1.26,40,80332,6,84,10,2,1,0,81.954912061704,8.799790789653947,1,1
2015-09-01,Ottawa,866988,78,1.29,47883,1.03,50,81278,9,90,6,2,1,0,76.10814883978242,11.725072626736491,1,1
2015-10-01,Ottawa,651219,73,2.9,52166,2.58,47,44614,8,85,5,2,1,0,61.02758579477633,7.845413856769338,1,1
2015-11-01,Ottawa,863854,73,3.89,54164,0.82,45,76828,2,52,2,2,1,0,85.51096567382366,13.200675020556494,0,1
2015-12-01,Ottawa,1132004,87,1.76,59138,3.19,48,36814,6,79,4,2,1,0,88.06953095509029,10.56464637348822,0,1
2016-01-01,Ottawa,797363,87,2.19,62300,2.77,45,70184,3,55,6,2,1,0,73.5722106923827,10.059316543195585,0,1
2016-02-01,Ottawa,886300,95,2.36,38467,0.85,49,34690,5,65,7,1,1,0,92.5489337488891,14.405039528794026,1,1
2016-03-01,Ottawa,892256,85,2.75,38047,1.7,43,55803,2,79,3,1,1,1,94.87652245122021,10.769816124176819,0,1
2016-04-01,Ottawa,803546,84,1.24,58616,1.69,43,62086,2,56,5,2,0,1,90.20534469780785,10.866239182836626,1,0
2016-05-01,Ottawa,1127145,91,3.35,45956,1.33,49,66540,6,87,7,1,1,1,60.882645947291635,14.825212722560387,0,1
2016-06-01,Ottawa,646775,77,1.4,69916,1.64,41,47519,6,86,4,1,1,0,92.819503379211,13.263408109501867,1,1
2016-07-01,Ottawa,925257,91,2.89,63845,2.85,46,67834,6,74,3,2,1,0,62.383483894125746,11.043593197147711,1,1
2016-08-01,Ottawa,890208,76,3.0,48885,0.99,42,47926,3,65,1,1,1,1,75.31136401612162,13.391466080707525,0,1
2016-09-01,Ottawa,1069572,92,2.67,68973,3.38,40,62629,7,52,10,2,0,0,66.7954829287623,6.269444137549726,0,1
2016-10-01,Ottawa,766327,76,2.07,59778,0.73,40,28415,7,76,5,1,1,0,73.41486424869849,6.770822553972899,0,1
2016-11-01,Ottawa,1053020,78,2.18,56649,1.21,41,67443,7,72,5,2,0,0,73.99751414282856,12.824258122127878,1,0
2016-12-01,Ottawa,846468,92,3.49,44982,1.73,50,39413,3,82,4,2,1,1,93.30447093304525,13.041655649838841,1,0
2017-01-01,Ottawa,820444,80,2.65,54244,1.71,45,45515,2,56,10,2,1,1,68.33261560034072,8.554393373640618,1,1
2017-02-01,Ottawa,1062917,80,2.07,64974,0.98,45,87866,6,73,3,2,0,0,91.20850594142534,10.638929210554023,0,1
2017-03-01,Ottawa,1037650,88,2.83,53131,1.96,41,52028,6,71,4,1,1,0,89.3843320284214,5.239462652704835,1,1
2017-04-01,Ottawa,743214,74,2.41,52328,2.15,44,48649,6,86,3,1,1,1,95.6263382184737,10.969452234131726,1,1
2017-05-01,Ottawa,932079,84,1.54,51941,1.31,42,47769,6,74,5,2,0,0,66.87317841430634,10.180774980403449,0,0
2017-06-01,Ottawa,793377,80,3.44,60684,3.3,40,69062,2,85,5,2,1,1,97.26961613266033,14.969494174116697,1,0
2017-07-01,Ottawa,933614,76,1.66,47725,0.91,49,90747,3,80,8,1,1,0,99.06244093291618,11.456025770584116,1,1
2017-08-01,Ottawa,900068,90,3.3,40142,2.52,47,55738,6,58,6,1,1,1,89.80858970763339,7.3222469090134314,1,0
2017-09-01,Ottawa,959644,93,2.11,43657,2.75,49,54913,10,65,4,1,1,0,69.94159283709703,8.169426217672815,1,1
2017-10-01,Ottawa,937006,78,3.58,54081,0.94,47,68262,10,77,4,2,1,1,64.79811766923879,8.120640446520206,1,1
2017-11-01,Ottawa,1019274,89,3.44,37421,3.34,43,75442,7,60,9,1,0,1,79.01902860930934,13.49098019958676,0,0
2017-12-01,Ottawa,987232,91,2.65,56031,2.03,46,47242,5,83,8,2,0,1,86.84051922131638,11.970241660042994,0,1
2018-01-01,Ottawa,842825,80,3.66,53326,0.64,50,75978,3,60,9,1,1,0,65.57016283138816,5.107152976953589,1,1
2018-02-01,Ottawa,1045262,79,2.07,52810,1.82,49,28011,6,70,2,2,0,0,86.52584995900835,10.953663701568725,1,1
2018-03-01,Ottawa,837797,91,2.95,55827,1.76,45,72870,6,63,6,2,1,1,73.80067359698265,5.547327069249858,0,1
2018-04-01,Ottawa,817180,75,1.0,42853,0.86,41,67819,8,87,5,1,1,0,74.99299697399991,11.213306241557072,1,0
2018-05-01,Ottawa,1025284,79,2.33,45518,2.53,45,64160,5,89,8,1,1,1,94.30122431007695,5.973668937912211,1,1
2018-06-01,Ottawa,897772,70,2.21,56647,1.51,48,51706,1,62,3,1,0,0,82.2219827954248,7.913610728377445,1,1
2018-07-01,Ottawa,692441,73,3.86,49139,0.68,43,44361,2,81,2,2,0,0,96.37718014743507,6.901287663187057,1,1
2018-08-01,Ottawa,782777,72,3.87,55862,1.01,49,53814,1,70,8,2,1,1,95.52765398645217,6.9921968583707645,0,0
2018-09-01,Ottawa,761146,84,1.48,33997,2.57,42,60521,8,80,7,1,1,0,75.09452707186603,9.13516530289959,0,0
2018-10-01,Ottawa,703150,94,3.86,46172,1.04,44,58144,10,56,8,1,1,0,91.00938155596225,8.425910828111318,1,0
2018-11-01,Ottawa,1018189,72,2.0,54809,1.44,46,45448,6,83,4,1,0,0,71.99590371978145,11.427950705063092,1,1
2018-12-01,Ottawa,860244,79,3.47,48501,2.9,42,38503,2,85,4,2,0,1,72.64405246187883,5.557408535874417,1,0
2019-01-01,Ottawa,827601,74,1.89,48046,0.77,49,59894,2,62,9,1,1,0,89.66264433867318,10.466772648973118,1,1
2019-02-01,Ottawa,878439,83,1.59,39026,2.78,43,37846,10,80,6,2,0,0,78.6014533688364,7.2697853947152105,1,1
2019-03-01,Ottawa,715621,94,2.33,41097,1.97,44,62146,8,82,4,1,1,0,91.75740533807405,14.409923225744372,1,1
2019-04-01,Ottawa,984961,90,3.54,44439,1.71,47,58049,5,80,4,2,0,1,81.82783875252103,7.040643885466006,0,1
2019-05-01,Ottawa,750098,94,3.15,49082,3.37,44,74244,6,78,3,1,0,0,60.037736610705245,5.3926505164866025,1,0
2019-06-01,Ottawa,894058,87,3.52,38206,2.68,46,62584,8,81,10,2,1,1,62.73762836970504,13.973973183215863,0,1
2019-07-01,Ottawa,937915,80,2.42,62302,3.06,43,68064,3,67,2,2,1,1,67.85947867824845,7.117458620524195,0,1
2019-08-01,Ottawa,942819,84,3.57,42684,3.36,47,88357,9,71,3,1,1,0,72.11100513087868,10.324709078838975,1,1
2019-09-01,Ottawa,860280,85,3.91,38977,2.68,49,67594,3,77,7,2,1,1,73.37770108472417,10.193126926423032,0,1
2019-10-01,Ottawa,1044731,75,1.25,69234,1.81,43,48381,6,64,9,2,1,0,89.48529655826556,5.367129434830666,1,1
2019-11-01,Ottawa,1064338,82,1.26,53606,3.42,45,39497,5,67,2,1,1,0,67.79833085994522,10.049114512501394,1,0
2019-12-01,Ottawa,959257,84,1.36,49209,3.03,43,51313,5,52,5,2,1,0,72.62132722652542,6.066236189365979,0,0
2020-01-01,Ottawa,1059854,77,2.89,58021,1.87,45,47859,4,87,2,1,1,1,81.85628296848529,7.497441792293552,0,1
2020-02-01,Ottawa,995670,84,2.54,48957,2.31,41,65900,7,87,6,1,1,1,76.25666146296075,13.798377479414679,1,1
2020-03-01,Ottawa,804909,78,1.61,53185,3.23,48,42162,3,80,5,1,1,0,73.04681016513014,9.685569945911347,0,1
2020-04-01,Ottawa,1005399,75,1.39,56337,1.78,46,49527,1,51,5,2,1,0,81.53452408404091,14.132296862792705,0,1
2020-05-01,Ottawa,790138,93,1.83,64205,1.5,47,68932,8,53,4,1,1,1,85.71109653919711,12.176761577934997,1,1
2020-06-01,Ottawa,841011,90,2.3,47996,3.34,42,63478,4,80,5,2,1,1,69.13325009474443,5.58457987236877,0,1
2020-07-01,Ottawa,854521,80,1.17,39602,2.25,49,64615,7,67,7,1,1,0,87.66880456538755,11.613426789447244,0,1
2020-08-01,Ottawa,790448,94,2.26,58913,2.65,46,60063,8,85,5,1,1,1,87.88665017161401,5.832230662080723,1,1
2020-09-01,Ottawa,908611,80,3.63,42531,1.11,48,50253,10,71,4,1,1,0,67.70705585946801,6.290712469308815,0,1
2020-10-01,Ottawa,908417,82,1.68,45158,3.32,43,45506,10,69,3,2,1,1,99.34846332836608,5.50175350319974,0,1
2020-11-01,Ottawa,815364,71,1.07,44151,2.82,41,95236,5,51,8,1,1,1,77.3135968422869,10.355424730977983,1,1
2020-12-01,Ottawa,828396,92,3.68,60973,3.28,50,36515,6,68,4,2,0,1,71.30201070074556,7.790082903477966,1,1
2021-01-01,Ottawa,911054,72,1.46,43737,1.82,45,47147,2,62,10,2,1,1,96.38381564443777,5.061838226408967,1,1
2021-02-01,Ottawa,787395,72,1.48,50455,0.54,43,68375,5,78,8,2,0,1,81.33294191438421,9.056452594472375,0,1
2021-03-01,Ottawa,899444,85,1.68,61785,2.13,47,64149,7,65,8,1,1,0,77.27228380431109,12.817798259287263,1,1
2021-04-01,Ottawa,900856,84,2.03,44101,1.17,45,70480,3,50,7,2,1,1,82.84796735851654,13.634315777893844,0,1
2021-05-01,Ottawa,923385,88,2.12,60354,0.78,45,74964,3,89,10,1,1,1,98.6648888358443,9.43439102836044,0,1
2021-06-01,Ottawa,871321,87,1.82,48679,1.56,43,52144,5,63,3,1,1,1,77.78851107433343,10.765449899511399,1,0
2021-07-01,Ottawa,1015938,85,1.27,59731,2.53,41,82637,3,84,1,2,1,0,65.35112579975872,14.533071675823725,0,0
2021-08-01,Ottawa,960561,79,2.86,39449,1.37,42,61894,3,66,7,1,1,0,99.0582611774164,14.546663568790688,1,0
2021-09-01,Ottawa,880308,77,2.52,45354,2.83,49,53860,7,63,2,2,0,1,73.17517077208302,11.933775385188525,1,1
2021-10-01,Ottawa,1000592,90,1.88,66994,2.58,50,53973,3,76,6,2,0,1,82.73074465075074,7.746658697879054,1,1
2021-11-01,Ottawa,994118,84,2.9,51919,2.06,41,59289,4,57,6,1,0,1,65.33137032328693,14.277457330754073,1,1
2021-12-01,Ottawa,741782,73,3.33,55914,0.84,46,70203,9,73,7,1,1,0,85.55852087893138,5.814472128911592,1,0
2022-01-01,Ottawa,790788,87,3.39,51353,0.99,41,24425,2,76,9,2,1,0,64.49588108704052,5.493089871098247,0,0
2022-02-01,Ottawa,1104207,77,2.16,51458,3.0,47,68779,2,79,3,2,1,1,70.54205917987112,7.791304707742697,1,0
2022-03-01,Ottawa,1008006,91,3.92,59428,3.43,41,67310,7,55,7,2,1,1,61.59791893144377,8.622934900002049,1,1
2022-04-01,Ottawa,1007193,81,1.17,39416,3.29,46,22529,4,71,2,2,1,1,74.2113589694769,11.825117301162003,1,1
2022-05-01,Ottawa,809941,73,2.97,38672,0.62,46,33283,2,77,8,1,1,1,95.08481870649152,7.431799802642259,1,0
2022-06-01,Ottawa,676953,73,3.73,55519,0.65,48,70203,5,64,6,1,1,1,67.4636038749267,6.882321997690456,0,0
2022-07-01,Ottawa,1014967,70,1.15,52966,2.22,48,42643,6,61,1,2,1,1,89.66736515967293,11.752308375620375,0,1
2022-08-01,Ottawa,766687,73,1.39,58501,3.39,46,66265,3,54,8,2,1,1,88.13108910929806,13.344582528560966,0,1
2022-09-01,Ottawa,853883,86,1.94,57566,3.37,40,42082,7,57,3,1,1,0,65.76960084472414,12.589768318540306,1,1
2022-10-01,Ottawa,928580,74,2.94,44107,2.55,46,53120,8,62,5,1,1,0,71.79268953387067,8.545482088286073,1,0
2022-11-01,Ottawa,878593,92,1.31,53794,2.47,49,69866,7,62,3,1,0,0,64.18641761385925,9.229435437415578,1,0
2022-12-01,Ottawa,893047,73,2.93,45123,2.47,45,76115,7,77,7,1,0,1,95.63895538762816,10.69497258518576,1,1
2023-01-01,Ottawa,950083,87,3.94,41215,3.46,47,71137,2,81,9,1,1,1,77.51060219952514,8.103708891081201,1,1
2023-02-01,Ottawa,836241,94,1.52,53702,1.26,41,68765,3,86,7,2,0,1,61.12486025111695,8.753213457730137,1,0
2023-03-01,Ottawa,846235,86,2.22,56554,2.29,41,71878,10,58,3,2,1,1,80.11502080262339,12.951102825267247,0,1
2023-04-01,Ottawa,842936,94,1.49,44036,1.32,48,55512,4,54,4,2,1,1,66.6615405398908,14.861767972836947,1,0
2023-05-01,Ottawa,920947,93,2.49,40155,3.03,44,75323,3,64,7,1,1,1,99.84897972178555,9.745335626224406,1,1
2023-06-01,Ottawa,991891,90,2.79,47840,2.31,46,74062,5,56,2,1,1,0,68.46026997127072,12.360354004260655,0,1
2023-07-01,Ottawa,1044195,74,1.03,44876,0.56,46,77190,1,67,7,1,1,0,92.52568017926902,10.884312404534523,0,0
2023-08-01,Ottawa,616249,86,3.49,34551,3.1,47,51910,5,70,3,2,1,1,79.20734061047551,9.858856061896132,1,1
2023-09-01,Ottawa,877434,88,2.76,63890,1.98,42,35749,9,63,10,2,1,1,65.17522467866803,8.758212190079409,0,1
2023-10-01,Ottawa,877062,81,3.33,44344,1.72,49,52930,7,67,6,1,1,1,71.4161627385369,10.858083942152444,0,1
2023-11-01,Ottawa,948026,76,3.15,39449,2.83,47,72922,2,63,3,2,1,1,87.38900655524019,7.120812374773777,0,0
2023-12-01,Ottawa,925132,80,1.7,49173,1.52,40,63646,7,83,2,1,1,1,61.79442230510868,11.225469904622816,0,1
2010-01-01,Mississauga,966627,80,3.84,55780,1.72,48,74329,9,53,9,2,1,0,92.2047683501866,13.501327346850369,0,1
2010-02-01,Mississauga,896126,71,1.45,73884,2.44,40,77764,10,52,2,1,1,1,86.63788664321856,13.226574684804273,0,1
2010-03-01,Mississauga,891908,72,3.05,18296,2.01,48,42166,7,57,9,2,0,1,80.73461853341283,5.72898451871655,1,0
2010-04-01,Mississauga,895012,90,3.45,50016,1.86,48,66222,2,72,6,1,1,1,94.24614487978641,5.99237664919681,0,0
2010-05-01,Mississauga,846524,86,2.07,52950,2.87,42,40950,7,85,2,2,1,0,77.10167421438848,6.608602934850979,1,1
2010-06-01,Mississauga,966884,73,2.52,56456,2.11,44,60291,9,70,5,1,1,1,76.14079969760844,8.33299859870525,1,1
2010-07-01,Mississauga,973096,82,2.0,43493,0.82,42,58280,3,68,4,1,1,1,82.06849488079868,8.565589211768888,1,1
2010-08-01,Mississauga,926427,79,1.77,47373,2.78,42,36062,7,51,5,2,1,1,68.19916931303644,12.419953911261723,0,1
2010-09-01,Mississauga,930735,79,3.17,47522,1.46,49,57625,5,53,3,2,1,0,96.93144084055743,10.448246756734317,0,1
2010-10-01,Mississauga,881615,86,3.97,58688,0.66,41,42205,1,90,8,2,1,0,66.05057137850704,7.846747388464637,0,1
2010-11-01,Mississauga,819362,70,1.31,50757,1.73,49,77496,5,64,2,2,1,0,80.49042255505043,9.873748079212449,1,1
2010-12-01,Mississauga,953098,84,2.62,58707,0.91,48,74232,2,62,3,1,0,1,76.29631525418742,14.865694907793266,0,0
2011-01-01,Mississauga,914694,71,3.51,44779,2.04,45,41332,3,63,6,1,0,1,60.879272592384915,13.026974053360217,1,0
2011-02-01,Mississauga,923287,73,1.44,59938,2.85,49,80609,7,56,3,2,0,0,88.13120216169003,9.025263554901422,1,1
2011-03-01,Mississauga,817792,80,1.15,37807,1.99,41,34672,8,82,2,1,1,0,91.93814020204762,12.072283283354233,0,1
2011-04-01,Mississauga,787995,73,2.88,44817,2.24,49,79879,6,57,4,2,1,1,94.67285942753956,13.939730574625047,1,0
2011-05-01,Mississauga,1066373,89,2.82,53052,1.0,48,53272,5,57,4,1,1,1,84.78330371308347,11.634903451287101,1,0
2011-06-01,Mississauga,923855,73,3.55,50031,3.44,41,78450,4,76,4,2,0,1,83.63465069580458,11.527281237772241,0,1
2011-07-01,Mississauga,861433,91,2.69,54345,2.79,47,64903,9,67,10,1,0,0,98.06809625562148,8.197208493398541,1,1
2011-08-01,Mississauga,761070,79,1.25,40605,2.85,44,76789,5,81,4,1,1,0,81.03786307605837,13.087994445011507,0,1
2011-09-01,Mississauga,780203,77,3.8,58871,2.67,46,56684,7,70,6,1,0,0,98.02978852850687,9.08699562270934,1,0
2011-10-01,Mississauga,906937,71,3.15,57114,1.23,47,106694,3,58,5,1,0,1,86.03886980874178,13.245170697999292,1,0
2011-11-01,Mississauga,1059832,70,2.55,57335,0.61,46,28429,10,77,2,1,0,1,78.21862288025447,10.82144802814742,0,0
2011-12-01,Mississauga,1104218,83,3.49,37639,3.31,49,78815,3,52,8,2,1,1,84.02139072825659,10.300523392123807,0,0
2012-01-01,Mississauga,1118509,84,3.23,43133,1.34,46,57444,8,78,10,1,1,0,77.62412456236699,13.569501298693881,1,1
2012-02-01,Mississauga,818718,75,3.62,37834,2.04,49,43177,1,64,9,1,0,1,75.42210005966677,14.154162014667035,1,1
2012-03-01,Mississauga,897944,71,1.79,52892,1.81,42,69143,7,88,9,2,1,1,82.10815560182161,6.147419583381919,0,1
2012-04-01,Mississauga,744463,77,1.06,59563,3.41,45,94870,2,72,9,2,1,0,96.26613187807996,6.9124212907612135,1,1
2012-05-01,Mississauga,888489,77,3.06,46541,3.35,43,48497,9,81,7,2,1,1,88.55831791459086,14.246586095822467,1,0
2012-06-01,Mississauga,906807,83,1.38,45194,2.37,40,98091,3,70,10,1,1,1,84.15171029144472,7.989261500983332,1,0
2012-07-01,Mississauga,874238,76,3.34,49304,1.1,41,55894,2,82,8,2,1,1,62.09331429202651,12.828486179866575,1,1
2012-08-01,Mississauga,898573,83,1.7,54795,3.44,42,70934,3,58,8,1,0,1,60.99268845780597,13.352440601588656,0,1
2012-09-01,Mississauga,990796,93,1.03,51235,0.73,43,71199,5,74,3,2,1,0,79.79303806402186,5.861161105063738,1,1
2012-10-01,Mississauga,932558,74,2.33,52730,2.26,40,28880,8,79,4,1,1,1,69.60606384088057,8.235246137370378,0,1
2012-11-01,Mississauga,858537,87,2.68,40048,1.66,44,58127,2,85,2,2,1,0,74.81965748238056,10.689214058447163,1,1
2012-12-01,Mississauga,901570,88,1.26,40820,1.91,40,85968,3,82,5,1,1,1,89.95996069619828,7.723153971810827,0,0
2013-01-01,Mississauga,914946,83,2.79,57708,1.6,48,44612,2,71,9,1,1,1,69.91249771627628,5.363407483162424,0,1
2013-02-01,Mississauga,906233,75,2.11,67848,0.84,44,60202,5,72,8,1,1,1,82.23483256795838,11.995278704025718,1,0
2013-03-01,Mississauga,930783,86,2.01,70682,3.22,46,58470,8,82,5,2,0,1,95.9438764227588,13.96256716471579,1,1
2013-04-01,Mississauga,815757,72,3.59,40342,1.22,44,51921,3,63,2,1,1,1,73.86875044943645,12.46452128857114,1,1
2013-05-01,Mississauga,1019109,74,1.39,41814,1.54,48,39962,6,71,7,1,1,0,87.76526615904947,5.161246463722149,0,1
2013-06-01,Mississauga,972414,84,1.22,43589,2.53,48,69886,6,80,7,1,1,0,82.8485167100607,12.453977391415396,0,1
2013-07-01,Mississauga,1032274,93,2.64,48309,2.48,49,56870,7,83,9,1,0,1,69.22938360828215,7.911964549966242,1,0
2013-08-01,Mississauga,868733,91,2.28,41949,1.51,41,62827,10,82,5,1,1,0,66.43937726749499,10.63164388453955,1,0
2013-09-01,Mississauga,1008420,82,3.98,52103,2.54,41,67134,4,53,1,1,1,1,99.96829195773763,7.8684664564719995,0,0
2013-10-01,Mississauga,725310,74,1.86,46528,0.84,49,71562,7,57,5,1,1,1,99.5711978042554,5.547449822595951,0,1
2013-11-01,Mississauga,700111,88,3.62,50340,3.32,48,62514,8,62,5,1,1,0,98.46445769017788,8.128446280056682,0,1
2013-12-01,Mississauga,1016226,71,1.33,48098,1.8,48,37538,8,67,4,1,1,0,60.51286598042423,12.95544391926648,1,0
2014-01-01,Mississauga,943163,82,2.56,57397,3.43,50,69131,3,59,7,1,1,0,80.46102563237972,14.185215304431212,1,0
2014-02-01,Mississauga,844287,79,2.86,36693,2.3,41,27330,3,87,9,2,0,0,85.11834941371632,7.7519021177347565,1,1
2014-03-01,Mississauga,710724,80,1.54,53115,2.23,50,47227,7,64,9,1,0,0,90.75056722884642,7.655875983073599,1,0
2014-04-01,Mississauga,900627,78,2.4,44297,0.95,45,42313,5,86,9,1,1,1,92.26831230980247,5.036563113446492,0,1
2014-05-01,Mississauga,831395,71,2.93,43828,1.29,41,70319,9,69,5,2,0,0,71.67468708145599,6.727573182810874,0,1
2014-06-01,Mississauga,838702,85,2.24,53200,2.35,40,38896,5,76,7,2,1,0,77.08449785677337,6.2875443736805545,1,1
2014-07-01,Mississauga,1009018,82,1.93,42519,2.94,49,55100,6,81,2,1,1,0,90.10908551303905,9.737732925144229,1,0
2014-08-01,Mississauga,912475,90,2.08,69598,2.61,50,66759,6,66,10,2,0,0,93.70218005860725,8.621816027941517,1,1
2014-09-01,Mississauga,943086,72,2.24,37243,2.14,44,70547,8,52,3,2,1,1,93.70138033407207,8.032081937596748,1,1
2014-10-01,Mississauga,953321,74,1.09,47729,3.29,46,57874,7,86,4,2,0,0,93.24983220359769,12.667683563383356,0,1
2014-11-01,Mississauga,825406,76,3.42,43385,1.34,42,76779,3,53,4,2,1,1,98.38368590436936,12.92662476751617,1,1
2014-12-01,Mississauga,901304,71,3.95,39444,2.5,43,54695,6,73,5,2,0,1,81.50768514363887,11.636247207672996,1,1
2015-01-01,Mississauga,802724,93,2.15,54066,2.69,40,59046,9,71,9,1,1,0,92.1062497660888,7.469654124670625,1,1
2015-02-01,Mississauga,754907,94,2.56,60877,0.89,46,70374,1,70,2,1,1,1,84.92689698128748,5.744284184385156,1,0
2015-03-01,Mississauga,1090027,84,3.21,60231,1.51,48,50335,7,51,7,2,1,0,63.63741799652165,14.232237469852286,1,0
2015-04-01,Mississauga,626086,79,2.78,54094,0.53,42,55850,10,75,3,1,0,0,95.25943278355642,9.159136542975094,1,1
2015-05-01,Mississauga,772905,83,3.72,46214,2.91,41,69893,9,55,6,2,1,1,62.81842710667833,7.781436404489108,0,1
2015-06-01,Mississauga,1076651,77,2.38,40600,1.96,47,67150,9,75,7,1,1,0,90.98691748727194,7.648163217783188,1,1
2015-07-01,Mississauga,821740,81,2.85,57070,2.81,41,71796,6,68,4,2,1,1,85.16876772033169,11.993129211553038,1,0
2015-08-01,Mississauga,844045,91,2.37,41242,1.95,49,47913,4,80,2,1,1,1,68.42113953762453,10.014414736979107,0,1
2015-09-01,Mississauga,969392,76,3.77,57166,2.28,44,97461,6,69,6,1,1,1,65.24319446818812,12.661571015827779,1,1
2015-10-01,Mississauga,904601,79,1.41,39931,3.3,42,60717,3,66,4,2,1,0,70.68839581944296,10.09113385187522,0,1
2015-11-01,Mississauga,1071103,93,3.74,55240,3.34,42,54002,9,89,9,1,1,1,60.37241163049415,9.423937407481937,0,1
2015-12-01,Mississauga,825483,78,2.42,59737,2.49,44,64482,8,86,2,2,0,0,86.7418678045594,13.627707774592256,0,1
2016-01-01,Mississauga,945050,78,2.66,47382,0.65,40,53492,3,58,7,1,1,0,67.65958459632478,8.862363952990897,1,1
2016-02-01,Mississauga,1072216,78,3.89,48551,1.79,49,60646,4,54,8,2,1,0,65.6199603918207,11.225493962131138,0,1
2016-03-01,Mississauga,723095,94,3.53,53667,2.67,41,59732,2,89,2,1,1,1,65.161456355577,9.303164280423909,0,1
2016-04-01,Mississauga,802360,71,3.74,44813,2.87,40,72798,10,71,4,1,0,1,61.5716778060277,11.54907123147859,1,1
2016-05-01,Mississauga,920508,82,3.11,33766,0.7,42,70464,3,73,3,2,1,1,74.09235536836712,7.340577750174991,0,0
2016-06-01,Mississauga,816391,86,2.6,48619,2.58,45,68867,6,61,5,1,1,1,73.17285109930017,5.4220046858129844,1,1
2016-07-01,Mississauga,951012,95,3.84,43506,1.09,49,53842,6,84,5,1,1,1,67.56310615113395,14.009077302669906,1,1
